,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,1839,BNB,BNB,bnb,949,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-14T12:23:00.000Z,219.29545239877473,2274393663.387397,6.6483,-0.88642218,-2.4581752,-20.7154837,-28.05265855,-47.49379916,-41.81098238,35805898017.789116,3.8595,36209354582.82,2022-06-14T12:23:00.000Z,,,,,,2022-06-14 13:25:17.156361
5,4687,Binance USD,BUSD,binance-usd,3839,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17427753423.409256,17427753423.409256,,6,,,2022-06-14T12:23:00.000Z,1.0003952880303089,9197226438.044907,-15.418,-0.08416889,-0.1844978,-0.06049056,0.04491272,-0.08128363,0.0036163,17434642405.732704,1.8793,17434642405.73,2022-06-14T12:23:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-14 13:25:17.156361
6,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33752565071.288,34512850428.993,,7,,,2022-06-14T12:23:00.000Z,0.48684379859905813,2444568933.8257804,13.1452,-1.04973223,5.84301742,-16.6300799,-13.68447346,-48.9365562,-39.95556515,16432226991.767738,1.7712,21907970936.96,2022-06-14T12:23:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-14 13:25:17.156361
7,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-14T12:24:00.000Z,0.31048119268844615,2340053788.4110813,4.9409,-0.46562774,-1.42863968,-20.25069923,-28.2760186,-60.36008546,-59.6560149,15009623717.90281,1.6179,31048119268.84,2022-06-14T12:24:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-14 13:25:17.156361
8,5426,Solana,SOL,solana,329,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342208520.6234528,511616946.142289,,9,,,2022-06-14T12:23:00.000Z,28.713856465535024,2460705983.923112,13.1849,-1.45142994,4.31926036,-24.1988135,-46.54557392,-71.77296016,-65.73126997,9826126342.464905,1.0591,14690495556.87,2022-06-14T12:23:00.000Z,,,,,,2022-06-14 13:25:17.156361
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-14T12:24:00.000Z,0.055160476956928675,1156739256.565238,-9.6845,-0.8850359,0.17976575,-30.59789997,-38.88718491,-62.7060631,-51.62444358,7318182637.022424,0.7883,7318182637.02,2022-06-14T12:24:00.000Z,,,,,,2022-06-14 13:25:17.156361
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,6489243204.47518,2022-06-14T12:23:00.000Z,7.171466394665222,1059274611.9755298,32.4351,-0.52125145,6.44737579,-20.15531346,-36.12846757,-60.67106346,-60.56911349,7082391869.281236,0.7634,7912303768.14,2022-06-14T12:23:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-14 13:25:17.156361
11,4943,Dai,DAI,multi-collateral-dai,998,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6826302742.354081,6826302742.354081,,12,,,2022-06-14T12:23:00.000Z,1.0002183712985593,804654890.221204,-18.945,0.03651529,-0.0544123,-0.01912059,-0.07834039,0.05060763,0.06200527,6827793410.948288,0.736,6827793410.95,2022-06-14T12:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-14 13:25:17.156361
12,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,450,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,271251.35490986,271251.35490986,,13,,,2022-06-14T12:23:00.000Z,21900.46893269599,807723296.5644633,-1.1423,-1.06224684,-8.95682951,-25.73437012,-27.92185062,-45.53333325,-45.82243906,5940531871.155083,0.6403,5940531871.16,2022-06-14T12:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-14 13:25:17.156361
13,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92532185719.05562,92532225342.03694,,14,71659659264.0,4159952252.843516,2022-06-14T12:23:00.000Z,0.05805152153344623,1657067258.0937626,-24.6101,-2.2784362,-9.18899245,-27.42512287,-17.59176482,-5.71627802,-4.09692588,5371634171.806603,0.579,5371636471.98,2022-06-14T12:23:00.000Z,,,,,,2022-06-14 13:25:17.156361
14,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,15,,,2022-06-14T12:23:00.000Z,5.369257516036124,7613361.44189226,1.881,0.09393752,-0.83344694,3.15011427,7.40595501,-9.3048453,-9.11699985,5122025382.456202,0.5521,5290004611.95,2022-06-14T12:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-06-14 13:25:17.156361
0,1,Bitcoin,BTC,bitcoin,9531,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19067868.0,19067868.0,,1,,,2022-06-15T08:08:00.000Z,20589.758407213798,41913858879.78193,-42.4511,-3.57978561,-9.57426045,-32.63610895,-30.63798202,-49.05660453,-49.54516331,392602795460.64294,44.5386,432384926551.49,2022-06-15T08:08:00.000Z,,,,,,2022-06-15 09:08:19.716365
1,1027,Ethereum,ETH,ethereum,5748,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121177587.1865,121177587.1865,,2,,,2022-06-15T08:07:00.000Z,1079.502438856208,25100034156.504284,-45.7302,-4.80647976,-12.34394213,-40.24819073,-46.49806721,-64.4271488,-60.83984147,130811500902.53754,14.8398,130811500902.54,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:08:19.716365
2,825,Tether,USDT,tether,34690,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,70870514673.51582,79710622658.21005,,3,,,2022-06-15T08:07:00.000Z,0.9985792991680229,67391669745.192924,-40.2051,-0.01132239,-0.00668177,-0.0885768,-0.04004756,-0.16246296,-0.17520028,70769828874.35652,8.0284,79597377710.28,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-15 09:08:19.716365
3,3408,USD Coin,USDC,usd-coin,4422,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54125383021.5645,54125383021.5645,,4,,,2022-06-15T08:07:00.000Z,1.0002687912861576,7500576894.186826,-45.3289,-0.01303003,0.01013246,-0.00951744,0.01436205,0.04127868,0.02813323,54139931452.88064,6.1258,54139931452.88,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-15 09:08:19.716365
4,1839,BNB,BNB,bnb,950,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-15T08:07:00.000Z,205.1795055149649,1617271166.0229712,-38.6918,-3.86775266,-10.05067963,-29.31321646,-30.44713899,-50.58189309,-46.68413185,33501088916.562866,3.8005,33878575169.03,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:08:19.716365
5,4687,Binance USD,BUSD,binance-usd,3840,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17441893967.469254,17441893967.469254,,6,,,2022-06-15T08:08:00.000Z,1.0015746175248885,6287215863.676115,-43.3748,-0.00654036,-0.05745831,0.11785456,0.24839195,0.12203036,0.16034742,17469358279.377678,1.9818,17469358279.38,2022-06-15T08:08:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-15 09:08:19.716365
6,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,7,,,2022-06-15T08:07:00.000Z,0.45457875556549343,1685868542.0247095,-37.7697,-2.52104466,-11.08394643,-28.5811324,-19.41116506,-52.52061573,-46.0818604,15425697495.513681,1.75,20456044000.45,2022-06-15T08:07:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-15 09:08:19.716365
7,52,XRP,XRP,xrp,738,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-15T08:08:00.000Z,0.3029878905161095,1520592721.6327713,-43.2856,-1.3694902,-4.86240307,-24.03191401,-27.49262473,-60.99125935,-61.65531283,14647374252.685839,1.6617,30298789051.61,2022-06-15T08:08:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-15 09:08:19.716365
8,5426,Solana,SOL,solana,329,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342209892.63307655,511616946.142289,,9,,,2022-06-15T08:07:00.000Z,27.448579945772938,1763811835.0254374,-37.8002,-3.23892422,-10.68660485,-30.12670443,-49.00211339,-72.95615627,-68.53474422,9393175596.173376,1.0656,14043158647.8,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:08:19.716365
9,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,10,904869778.0,6349324339.535924,2022-06-15T08:08:00.000Z,7.01683766427651,600249375.1547009,-49.5385,-3.044414,-5.95425506,-23.26387892,-35.86302995,-61.73755526,-63.09521191,6929683733.651268,0.7861,7741701353.12,2022-06-15T08:08:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-15 09:08:19.716365
10,4943,Dai,DAI,multi-collateral-dai,999,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6864581518.759137,6864581518.759137,,11,,,2022-06-15T08:07:00.000Z,1.0004614365062263,589684347.075558,-42.0276,0.00824106,0.0121565,0.05000604,0.00706067,0.07937367,0.07274869,6867749087.271859,0.7791,6867749087.27,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-15 09:08:19.716365
11,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,12,,,2022-06-15T08:08:00.000Z,0.05125467660423035,692711170.3758312,-51.1656,-2.77025836,-10.35759736,-36.07622773,-41.74699945,-64.78591748,-56.22773131,6799997119.027141,0.7694,6799997119.03,2022-06-15T08:08:00.000Z,,,,,,2022-06-15 09:08:19.716365
12,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,453,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,270451.35490986,270451.35490986,,13,,,2022-06-15T08:07:00.000Z,20591.616579611982,473250089.52350205,-45.9189,-3.28612619,-9.47829538,-32.61344862,-30.47141336,-49.04862064,-49.541864,5569030603.740397,0.6318,5569030603.74,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-15 09:08:19.716365
13,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,14,,,2022-06-15T08:07:00.000Z,5.356142263136378,7189122.98709105,-14.2672,-0.3210219,-0.44135986,1.73891515,7.60042277,-8.39860763,-13.31149011,5109514032.786494,0.5796,5277082946.69,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-06-15 09:08:19.716365
14,1958,TRON,TRX,tron,620,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92530626432.60106,92530647518.82733,,15,71659659264.0,3419502097.3528547,2022-06-15T08:07:00.000Z,0.047718648574020306,1703549796.8471425,-19.9402,-4.67126988,-23.01801031,-41.11193198,-30.95410553,-22.90243715,-21.58438478,4415436445.071244,0.5009,4415437451.28,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:08:19.716365
0,1,Bitcoin,BTC,bitcoin,9531,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19067868.0,19067868.0,,1,,,2022-06-15T08:08:00.000Z,20589.758407213798,41913858879.78193,-42.4511,-3.57978561,-9.57426045,-32.63610895,-30.63798202,-49.05660453,-49.54516331,392602795460.64294,44.5386,432384926551.49,2022-06-15T08:08:00.000Z,,,,,,2022-06-15 09:09:14.356845
1,1027,Ethereum,ETH,ethereum,5748,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121177587.1865,121177587.1865,,2,,,2022-06-15T08:07:00.000Z,1079.502438856208,25100034156.504284,-45.7302,-4.80647976,-12.34394213,-40.24819073,-46.49806721,-64.4271488,-60.83984147,130811500902.53754,14.8398,130811500902.54,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:09:14.356845
2,825,Tether,USDT,tether,34690,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,70870514673.51582,79710622658.21005,,3,,,2022-06-15T08:07:00.000Z,0.9985792991680229,67391669745.192924,-40.2051,-0.01132239,-0.00668177,-0.0885768,-0.04004756,-0.16246296,-0.17520028,70769828874.35652,8.0284,79597377710.28,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-15 09:09:14.356845
3,3408,USD Coin,USDC,usd-coin,4422,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54125383021.5645,54125383021.5645,,4,,,2022-06-15T08:07:00.000Z,1.0002687912861576,7500576894.186826,-45.3289,-0.01303003,0.01013246,-0.00951744,0.01436205,0.04127868,0.02813323,54139931452.88064,6.1258,54139931452.88,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-15 09:09:14.356845
4,1839,BNB,BNB,bnb,950,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-15T08:07:00.000Z,205.1795055149649,1617271166.0229712,-38.6918,-3.86775266,-10.05067963,-29.31321646,-30.44713899,-50.58189309,-46.68413185,33501088916.562866,3.8005,33878575169.03,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:09:14.356845
5,4687,Binance USD,BUSD,binance-usd,3840,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17441893967.469254,17441893967.469254,,6,,,2022-06-15T08:08:00.000Z,1.0015746175248885,6287215863.676115,-43.3748,-0.00654036,-0.05745831,0.11785456,0.24839195,0.12203036,0.16034742,17469358279.377678,1.9818,17469358279.38,2022-06-15T08:08:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-15 09:09:14.356845
6,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,7,,,2022-06-15T08:07:00.000Z,0.45457875556549343,1685868542.0247095,-37.7697,-2.52104466,-11.08394643,-28.5811324,-19.41116506,-52.52061573,-46.0818604,15425697495.513681,1.75,20456044000.45,2022-06-15T08:07:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-15 09:09:14.356845
7,52,XRP,XRP,xrp,738,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-15T08:08:00.000Z,0.3029878905161095,1520592721.6327713,-43.2856,-1.3694902,-4.86240307,-24.03191401,-27.49262473,-60.99125935,-61.65531283,14647374252.685839,1.6617,30298789051.61,2022-06-15T08:08:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-15 09:09:14.356845
8,5426,Solana,SOL,solana,329,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342209892.63307655,511616946.142289,,9,,,2022-06-15T08:07:00.000Z,27.448579945772938,1763811835.0254374,-37.8002,-3.23892422,-10.68660485,-30.12670443,-49.00211339,-72.95615627,-68.53474422,9393175596.173376,1.0656,14043158647.8,2022-06-15T08:07:00.000Z,,,,,,2022-06-15 09:09:14.356845
9,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,10,904869778.0,6349324339.535924,2022-06-15T08:08:00.000Z,7.01683766427651,600249375.1547009,-49.5385,-3.044414,-5.95425506,-23.26387892,-35.86302995,-61.73755526,-63.09521191,6929683733.651268,0.7861,7741701353.12,2022-06-15T08:08:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-15 09:09:14.356845
10,4943,Dai,DAI,multi-collateral-dai,999,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6864581518.759137,6864581518.759137,,11,,,2022-06-15T08:07:00.000Z,1.0004614365062263,589684347.075558,-42.0276,0.00824106,0.0121565,0.05000604,0.00706067,0.07937367,0.07274869,6867749087.271859,0.7791,6867749087.27,2022-06-15T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-15 09:09:14.356845
11,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,12,,,2022-06-15T08:08:00.000Z,0.05125467660423035,692711170.3758312,-51.1656,-2.77025836,-10.35759736,-36.07622773,-41.74699945,-64.78591748,-56.22773131,6799997119.027141,0.7694,6799997119.03,2022-06-15T08:08:00.000Z,,,,,,2022-06-15 09:09:14.356845
